0,1,2,3,4,5,6
362.0,362,360-379.99,320-389.99,001-999.99,001-999.99,001-999.99
649.04,649.0,649,640-649.99,630-679.99,001-999.99,001-999.99
739.5,739,730-739.99,710-739.99,001-999.99,001-999.99,001-999.99
663.41,663.4,663,660-669.99,630-679.99,001-999.99,001-999.99
110.4,110,110-118.99,001-139.99,001-999.99,001-999.99,001-999.99
018.05,018.0,018,010-018.99,001-139.99,001-999.99,001-999.99
952.18,952.1,952,950-957.99,800-999.99,001-999.99,001-999.99
790.6,790,790-796.99,780-799.99,001-999.99,001-999.99,001-999.99
304.02,304.0,304,300-316.99,290-319.99,001-999.99,001-999.99
802.1,802,800-804.99,800-829.99,800-999.99,001-999.99,001-999.99
070.33,070.3,070,070-079.99,001-139.99,001-999.99,001-999.99
372.54,372.5,372,360-379.99,320-389.99,001-999.99,001-999.99
372.52,372.5,372,360-379.99,320-389.99,001-999.99,001-999.99
075,070-079.99,001-139.99,001-999.99,001-999.99,001-999.99,001-999.99
802.4,802,800-804.99,800-829.99,800-999.99,001-999.99,001-999.99
676.92,676.9,676,670-677.99,630-679.99,001-999.99,001-999.99
640.90,640.9,640,640-649.99,630-679.99,001-999.99,001-999.99
520,520-529.99,520-579.99,001-999.99,001-999.99,001-999.99,001-999.99
870.9,870,870-879.99,870-897.99,800-999.99,001-999.99,001-999.99
379.00,379.0,379,360-379.99,320-389.99,001-999.99,001-999.99
453.6,453,451-459.99,390-459.99,001-999.99,001-999.99,001-999.99
327.37,327.3,327,327-327.99,320-389.99,001-999.99,001-999.99
022.2,022,020-027.99,001-139.99,001-999.99,001-999.99,001-999.99
191,190-199.99,140-239.99,001-999.99,001-999.99,001-999.99,001-999.99
949.3,949,940-949.99,800-999.99,001-999.99,001-999.99,001-999.99
695.4,695,690-698.99,680-709.99,001-999.99,001-999.99,001-999.99
533.11,533.1,533,530-539.99,520-579.99,001-999.99,001-999.99
948.54,948.5,948,940-949.99,800-999.99,001-999.99,001-999.99
948.52,948.5,948,940-949.99,800-999.99,001-999.99,001-999.99
351.0,351,350-359.99,320-389.99,001-999.99,001-999.99,001-999.99
536.41,536.4,536,530-539.99,520-579.99,001-999.99,001-999.99
516.61,516.6,516,510-519.99,460-519.99,001-999.99,001-999.99
652.41,652.4,652,650-659.99,630-679.99,001-999.99,001-999.99
366.46,366.4,366,360-379.99,320-389.99,001-999.99,001-999.99
366.44,366.4,366,360-379.99,320-389.99,001-999.99,001-999.99
309.24,309.2,309,300-316.99,290-319.99,001-999.99,001-999.99
090.7,090,090-099.99,001-139.99,001-999.99,001-999.99,001-999.99
323.61,323.6,323,320-326.99,320-389.99,001-999.99,001-999.99
339.85,339.8,339,339-339.99,320-389.99,001-999.99,001-999.99
339.83,339.8,339,339-339.99,320-389.99,001-999.99,001-999.99
809,805-809.99,800-829.99,800-999.99,001-999.99,001-999.99,001-999.99
782.4,782,780-789.99,780-799.99,001-999.99,001-999.99,001-999.99
250.53,250.5,250,249-259.99,240-279.99,001-999.99,001-999.99
250.51,250.5,250,249-259.99,240-279.99,001-999.99,001-999.99
993.4,993,990-995.99,800-999.99,001-999.99,001-999.99,001-999.99
102.5,102,100-104.99,001-139.99,001-999.99,001-999.99,001-999.99
711.75,711.7,711,710-719.99,710-739.99,001-999.99,001-999.99
012.06,012.0,012,010-018.99,001-139.99,001-999.99,001-999.99
045.1,045,045-049.99,001-139.99,001-999.99,001-999.99,001-999.99
180,179-189.99,140-239.99,001-999.99,001-999.99,001-999.99,001-999.99
907.2,907,905-909.99,800-999.99,001-999.99,001-999.99,001-999.99
942.23,942.2,942,940-949.99,800-999.99,001-999.99,001-999.99
368.00,368.0,368,360-379.99,320-389.99,001-999.99,001-999.99
364.64,364.6,364,360-379.99,320-389.99,001-999.99,001-999.99
238.1,238,235-238.99,140-239.99,001-999.99,001-999.99,001-999.99
781.94,781.9,781,780-789.99,780-799.99,001-999.99,001-999.99
813.00,813.0,813,810-819.99,800-829.99,800-999.99,001-999.99
598.0,598,590-599.99,580-629.99,001-999.99,001-999.99,001-999.99
767,764-779.99,760-779.99,001-999.99,001-999.99,001-999.99,001-999.99
805.5,805,805-809.99,800-829.99,800-999.99,001-999.99,001-999.99
249.4,249,249-259.99,240-279.99,001-999.99,001-999.99,001-999.99
269.2,269,260-269.99,240-279.99,001-999.99,001-999.99,001-999.99
200.12,200.1,200,200-208.99,140-239.99,001-999.99,001-999.99
064,060-066.99,001-139.99,001-999.99,001-999.99,001-999.99,001-999.99
099.41,099.4,099,090-099.99,001-139.99,001-999.99,001-999.99
995.63,995.6,995,990-995.99,800-999.99,001-999.99,001-999.99
655.53,655.5,655,650-659.99,630-679.99,001-999.99,001-999.99
852.49,852.4,852,850-854.99,800-999.99,001-999.99,001-999.99
795.09,795.0,795,790-796.99,780-799.99,001-999.99,001-999.99
348.9,348,340-349.99,320-389.99,001-999.99,001-999.99,001-999.99
008.8,008,001-009.99,001-139.99,001-999.99,001-999.99,001-999.99
771.4,771,764-779.99,760-779.99,001-999.99,001-999.99,001-999.99
354.1,354,350-359.99,320-389.99,001-999.99,001-999.99,001-999.99
014.0,014,010-018.99,001-139.99,001-999.99,001-999.99,001-999.99
320.2,320,320-326.99,320-389.99,001-999.99,001-999.99,001-999.99
565.1,565,560-569.99,520-579.99,001-999.99,001-999.99,001-999.99
539.81,539.8,539,530-539.99,520-579.99,001-999.99,001-999.99
201.60,201.6,201,200-208.99,140-239.99,001-999.99,001-999.99
337.20,337.2,337,330-337.99,320-389.99,001-999.99,001-999.99
736.79,736.7,736,730-739.99,710-739.99,001-999.99,001-999.99
854.03,854.0,854,850-854.99,800-999.99,001-999.99,001-999.99
411.8,411,410-414.99,390-459.99,001-999.99,001-999.99,001-999.99
982.4,982,980-989.99,800-999.99,001-999.99,001-999.99,001-999.99
820.11,820.1,820,820-829.99,800-829.99,800-999.99,001-999.99
706.0,706,700-709.99,680-709.99,001-999.99,001-999.99,001-999.99
227.1,227,210-229.99,140-239.99,001-999.99,001-999.99,001-999.99
567.2,567,560-569.99,520-579.99,001-999.99,001-999.99,001-999.99
333.84,333.8,333,330-337.99,320-389.99,001-999.99,001-999.99
669.8,669,660-669.99,630-679.99,001-999.99,001-999.99,001-999.99
996.66,996.6,996,996-999.99,800-999.99,001-999.99,001-999.99
942.53,942.5,942,940-949.99,800-999.99,001-999.99,001-999.99
525.23,525.2,525,520-529.99,520-579.99,001-999.99,001-999.99
996.68,996.6,996,996-999.99,800-999.99,001-999.99,001-999.99
386.43,386.4,386,380-389.99,320-389.99,001-999.99,001-999.99
386.41,386.4,386,380-389.99,320-389.99,001-999.99,001-999.99
653.6,653,650-659.99,630-679.99,001-999.99,001-999.99,001-999.99
238.4,238,235-238.99,140-239.99,001-999.99,001-999.99,001-999.99
373.01,373.0,373,360-379.99,320-389.99,001-999.99,001-999.99
764.29,764.2,764,764-779.99,760-779.99,001-999.99,001-999.99
675.9,675,670-677.99,630-679.99,001-999.99,001-999.99,001-999.99
803.56,803.5,803,800-804.99,800-829.99,800-999.99,001-999.99
295.75,295.7,295,295-299.99,290-299.99,290-319.99,001-999.99
209.55,209.5,209,209-209.99,140-239.99,001-999.99,001-999.99
295.73,295.7,295,295-299.99,290-299.99,290-319.99,001-999.99
209.53,209.5,209,209-209.99,140-239.99,001-999.99,001-999.99
941.05,941.0,941,940-949.99,800-999.99,001-999.99,001-999.99
337.9,337,330-337.99,320-389.99,001-999.99,001-999.99,001-999.99
343.1,343,340-349.99,320-389.99,001-999.99,001-999.99,001-999.99
003.0,003,001-009.99,001-139.99,001-999.99,001-999.99,001-999.99
666.00,666.0,666,660-669.99,630-679.99,001-999.99,001-999.99
896.0,896,890-897.99,870-897.99,800-999.99,001-999.99,001-999.99
805.10,805.1,805,805-809.99,800-829.99,800-999.99,001-999.99
249.00,249.0,249,249-259.99,240-279.99,001-999.99,001-999.99
805.12,805.1,805,805-809.99,800-829.99,800-999.99,001-999.99
521.04,521.0,521,520-529.99,520-579.99,001-999.99,001-999.99
533.50,533.5,533,530-539.99,520-579.99,001-999.99,001-999.99
873.62,873.6,873,870-879.99,870-897.99,800-999.99,001-999.99
036.89,036.8,036,030-041.99,001-139.99,001-999.99,001-999.99
711.19,711.1,711,710-719.99,710-739.99,001-999.99,001-999.99
658.8,658,650-659.99,630-679.99,001-999.99,001-999.99,001-999.99
727.01,727.0,727,725-729.99,710-739.99,001-999.99,001-999.99
293.8,293,290-294.99,290-299.99,290-319.99,001-999.99,001-999.99
362.01,362.0,362,360-379.99,320-389.99,001-999.99,001-999.99
206.82,206.8,206,200-208.99,140-239.99,001-999.99,001-999.99
270.0,270,270-279.99,240-279.99,001-999.99,001-999.99,001-999.99
919.1,919,910-919.99,800-999.99,001-999.99,001-999.99,001-999.99
985.5,985,980-989.99,800-999.99,001-999.99,001-999.99,001-999.99
664.20,664.2,664,660-669.99,630-679.99,001-999.99,001-999.99
200.42,200.4,200,200-208.99,140-239.99,001-999.99,001-999.99
787.24,787.2,787,780-789.99,780-799.99,001-999.99,001-999.99
196.1,196,190-199.99,140-239.99,001-999.99,001-999.99,001-999.99
715.38,715.3,715,710-719.99,710-739.99,001-999.99,001-999.99
753.29,753.2,753,740-759.99,001-999.99,001-999.99,001-999.99
641.1,641,640-649.99,630-679.99,001-999.99,001-999.99,001-999.99
301.0,301,300-316.99,290-319.99,001-999.99,001-999.99,001-999.99
576.4,576,570-579.99,520-579.99,001-999.99,001-999.99,001-999.99
012.36,012.3,012,010-018.99,001-139.99,001-999.99,001-999.99
941.37,941.3,941,940-949.99,800-999.99,001-999.99,001-999.99
863.1,863,860-869.99,800-999.99,001-999.99,001-999.99,001-999.99
312.3,312,300-316.99,290-319.99,001-999.99,001-999.99,001-999.99
862.32,862.3,862,860-869.99,800-999.99,001-999.99,001-999.99
874.4,874,870-879.99,870-897.99,800-999.99,001-999.99,001-999.99
712.13,712.1,712,710-719.99,710-739.99,001-999.99,001-999.99
783.1,783,780-789.99,780-799.99,001-999.99,001-999.99,001-999.99
646.50,646.5,646,640-649.99,630-679.99,001-999.99,001-999.99
806.06,806.0,806,805-809.99,800-829.99,800-999.99,001-999.99
648,640-649.99,630-679.99,001-999.99,001-999.99,001-999.99,001-999.99
403.11,403.1,403,401-405.99,390-459.99,001-999.99,001-999.99
851.8,851,850-854.99,800-999.99,001-999.99,001-999.99,001-999.99
283,280-289.99,001-999.99,001-999.99,001-999.99,001-999.99,001-999.99
039.1,039,030-041.99,001-139.99,001-999.99,001-999.99,001-999.99
902.26,902.2,902,900-904.99,800-999.99,001-999.99,001-999.99
800.61,800.6,800,800-804.99,800-829.99,800-999.99,001-999.99
800.63,800.6,800,800-804.99,800-829.99,800-999.99,001-999.99
381.89,381.8,381,380-389.99,320-389.99,001-999.99,001-999.99
201.2,201,200-208.99,140-239.99,001-999.99,001-999.99,001-999.99
663.90,663.9,663,660-669.99,630-679.99,001-999.99,001-999.99
804.82,804.8,804,800-804.99,800-829.99,800-999.99,001-999.99
553.8,553,550-553.99,520-579.99,001-999.99,001-999.99,001-999.99
136.5,136,130-136.99,001-139.99,001-999.99,001-999.99,001-999.99
676.14,676.1,676,670-677.99,630-679.99,001-999.99,001-999.99
130-136.99,001-139.99,001-999.99,001-999.99,001-999.99,001-999.99,001-999.99
300.00,300.0,300,300-316.99,290-319.99,001-999.99,001-999.99
944.38,944.3,944,940-949.99,800-999.99,001-999.99,001-999.99
804.80,804.8,804,800-804.99,800-829.99,800-999.99,001-999.99
229.9,229,210-229.99,140-239.99,001-999.99,001-999.99,001-999.99
365.02,365.0,365,360-379.99,320-389.99,001-999.99,001-999.99
904.2,904,900-904.99,800-999.99,001-999.99,001-999.99,001-999.99
524.07,524.0,524,520-529.99,520-579.99,001-999.99,001-999.99
916.7,916,910-919.99,800-999.99,001-999.99,001-999.99,001-999.99
726.71,726.7,726,725-729.99,710-739.99,001-999.99,001-999.99
941.35,941.3,941,940-949.99,800-999.99,001-999.99,001-999.99
202.38,202.3,202,200-208.99,140-239.99,001-999.99,001-999.99
524.37,524.3,524,520-529.99,520-579.99,001-999.99,001-999.99
786.2,786,780-789.99,780-799.99,001-999.99,001-999.99,001-999.99
446.1,446,440-449.99,390-459.99,001-999.99,001-999.99,001-999.99
581,580-589.99,580-629.99,001-999.99,001-999.99,001-999.99,001-999.99
752.3,752,740-759.99,001-999.99,001-999.99,001-999.99,001-999.99
590.80,590.8,590,590-599.99,580-629.99,001-999.99,001-999.99
999.0,999,996-999.99,800-999.99,001-999.99,001-999.99,001-999.99
249.30,249.3,249,249-259.99,240-279.99,001-999.99,001-999.99
569.62,569.6,569,560-569.99,520-579.99,001-999.99,001-999.99
646.82,646.8,646,640-649.99,630-679.99,001-999.99,001-999.99
646.80,646.8,646,640-649.99,630-679.99,001-999.99,001-999.99
369.08,369.0,369,360-379.99,320-389.99,001-999.99,001-999.99
959.13,959.1,959,958-959.99,800-999.99,001-999.99,001-999.99
923.11,923.1,923,920-924.99,800-999.99,001-999.99,001-999.99
780.95,780.9,780,780-789.99,780-799.99,001-999.99,001-999.99
151.9,151,150-159.99,140-239.99,001-999.99,001-999.99,001-999.99
216.8,216,210-229.99,140-239.99,001-999.99,001-999.99,001-999.99
556.9,556,555-558.99,520-579.99,001-999.99,001-999.99,001-999.99
218.9,218,210-229.99,140-239.99,001-999.99,001-999.99,001-999.99
674.32,674.3,674,670-677.99,630-679.99,001-999.99,001-999.99
372.13,372.1,372,360-379.99,320-389.99,001-999.99,001-999.99
083.2,083,080-088.99,001-139.99,001-999.99,001-999.99,001-999.99
621.6,621,617-629.99,580-629.99,001-999.99,001-999.99,001-999.99
775.2,775,764-779.99,760-779.99,001-999.99,001-999.99,001-999.99
755.4,755,740-759.99,001-999.99,001-999.99,001-999.99,001-999.99
324.0,324,320-326.99,320-389.99,001-999.99,001-999.99,001-999.99
935,930-939.99,800-999.99,001-999.99,001-999.99,001-999.99,001-999.99
570,570-579.99,520-579.99,001-999.99,001-999.99,001-999.99,001-999.99
361.13,361.1,361,360-379.99,320-389.99,001-999.99,001-999.99
754.62,754.6,754,740-759.99,001-999.99,001-999.99,001-999.99
843.9,843,840-848.99,800-999.99,001-999.99,001-999.99,001-999.99
174.8,174,170-176.99,140-239.99,001-999.99,001-999.99,001-999.99
999.3,999,996-999.99,800-999.99,001-999.99,001-999.99,001-999.99
979.5,979,960-979.99,800-999.99,001-999.99,001-999.99,001-999.99
140.9,140,140-149.99,140-239.99,001-999.99,001-999.99,001-999.99
381.2,381,380-389.99,320-389.99,001-999.99,001-999.99,001-999.99
078.19,078.1,078,070-079.99,001-139.99,001-999.99,001-999.99
668.24,668.2,668,660-669.99,630-679.99,001-999.99,001-999.99
874.00,874.0,874,870-879.99,870-897.99,800-999.99,001-999.99
339.44,339.4,339,339-339.99,320-389.99,001-999.99,001-999.99
718.83,718.8,718,710-719.99,710-739.99,001-999.99,001-999.99
801.8,801,800-804.99,800-829.99,800-999.99,001-999.99,001-999.99
744.4,744,740-759.99,001-999.99,001-999.99,001-999.99,001-999.99
124,120-129.99,001-139.99,001-999.99,001-999.99,001-999.99,001-999.99
041.4,041,030-041.99,001-139.99,001-999.99,001-999.99,001-999.99
881.11,881.1,881,880-887.99,870-897.99,800-999.99,001-999.99
375.55,375.5,375,360-379.99,320-389.99,001-999.99,001-999.99
153,150-159.99,140-239.99,001-999.99,001-999.99,001-999.99,001-999.99
198.82,198.8,198,190-199.99,140-239.99,001-999.99,001-999.99
968.5,968,960-979.99,800-999.99,001-999.99,001-999.99,001-999.99
534.20,534.2,534,530-539.99,520-579.99,001-999.99,001-999.99
017.75,017.7,017,010-018.99,001-139.99,001-999.99,001-999.99
250.12,250.1,250,249-259.99,240-279.99,001-999.99,001-999.99
800.05,800.0,800,800-804.99,800-829.99,800-999.99,001-999.99
206.02,206.0,206,200-208.99,140-239.99,001-999.99,001-999.99
651.81,651.8,651,650-659.99,630-679.99,001-999.99,001-999.99
398.9,398,393-398.99,390-459.99,001-999.99,001-999.99,001-999.99
446.4,446,440-449.99,390-459.99,001-999.99,001-999.99,001-999.99
786.5,786,780-789.99,780-799.99,001-999.99,001-999.99,001-999.99
426.6,426,420-429.99,390-459.99,001-999.99,001-999.99,001-999.99
202.68,202.6,202,200-208.99,140-239.99,001-999.99,001-999.99
342.81,342.8,342,340-349.99,320-389.99,001-999.99,001-999.99
733.1,733,730-739.99,710-739.99,001-999.99,001-999.99,001-999.99
995.24,995.2,995,990-995.99,800-999.99,001-999.99,001-999.99
304.90,304.9,304,300-316.99,290-319.99,001-999.99,001-999.99
370.2,370,360-379.99,320-389.99,001-999.99,001-999.99,001-999.99
293.0,293,290-294.99,290-299.99,290-319.99,001-999.99,001-999.99
451,451-459.99,390-459.99,001-999.99,001-999.99,001-999.99,001-999.99
730.95,730.9,730,730-739.99,710-739.99,001-999.99,001-999.99
712.84,712.8,712,710-719.99,710-739.99,001-999.99,001-999.99
712.82,712.8,712,710-719.99,710-739.99,001-999.99,001-999.99
461.8,461,460-466.99,460-519.99,001-999.99,001-999.99,001-999.99
635.62,635.6,635,634-639.99,630-679.99,001-999.99,001-999.99
869.0,869,860-869.99,800-999.99,001-999.99,001-999.99,001-999.99
755.00,755.0,755,740-759.99,001-999.99,001-999.99,001-999.99
204.22,204.2,204,200-208.99,140-239.99,001-999.99,001-999.99
848.42,848.4,848,840-848.99,800-999.99,001-999.99,001-999.99
345.91,345.9,345,340-349.99,320-389.99,001-999.99,001-999.99
985.0,985,980-989.99,800-999.99,001-999.99,001-999.99,001-999.99
812.40,812.4,812,810-819.99,800-829.99,800-999.99,001-999.99
055.8,055,050-059.99,001-139.99,001-999.99,001-999.99,001-999.99
464.11,464.1,464,460-466.99,460-519.99,001-999.99,001-999.99
656.2,656,650-659.99,630-679.99,001-999.99,001-999.99,001-999.99
945.15,945.1,945,940-949.99,800-999.99,001-999.99,001-999.99
713.6,713,710-719.99,710-739.99,001-999.99,001-999.99,001-999.99
012.83,012.8,012,010-018.99,001-139.99,001-999.99,001-999.99
320.89,320.8,320,320-326.99,320-389.99,001-999.99,001-999.99
037,030-041.99,001-139.99,001-999.99,001-999.99,001-999.99,001-999.99
640.81,640.8,640,640-649.99,630-679.99,001-999.99,001-999.99
363.07,363.0,363,360-379.99,320-389.99,001-999.99,001-999.99
780.39,780.3,780,780-789.99,780-799.99,001-999.99,001-999.99
719.21,719.2,719,710-719.99,710-739.99,001-999.99,001-999.99
373.3,373,360-379.99,320-389.99,001-999.99,001-999.99,001-999.99
426.9,426,420-429.99,390-459.99,001-999.99,001-999.99,001-999.99
209.14,209.1,209,209-209.99,140-239.99,001-999.99,001-999.99
299.00,299.0,299,295-299.99,290-299.99,290-319.99,001-999.99
873.21,873.2,873,870-879.99,870-897.99,800-999.99,001-999.99
873.23,873.2,873,870-879.99,870-897.99,800-999.99,001-999.99
373.6,373,360-379.99,320-389.99,001-999.99,001-999.99,001-999.99
801.40,801.4,801,800-804.99,800-829.99,800-999.99,001-999.99
744.00,744.0,744,740-759.99,001-999.99,001-999.99,001-999.99
295.64,295.6,295,295-299.99,290-299.99,290-319.99,001-999.99
614.1,614,614-616.99,580-629.99,001-999.99,001-999.99,001-999.99
736.5,736,730-739.99,710-739.99,001-999.99,001-999.99,001-999.99
900.02,900.0,900,900-904.99,800-999.99,001-999.99,001-999.99
646.11,646.1,646,640-649.99,630-679.99,001-999.99,001-999.99
250.42,250.4,250,249-259.99,240-279.99,001-999.99,001-999.99
643.91,643.9,643,640-649.99,630-679.99,001-999.99,001-999.99
279.9,279,270-279.99,240-279.99,001-999.99,001-999.99,001-999.99
942.14,942.1,942,940-949.99,800-999.99,001-999.99,001-999.99
942.12,942.1,942,940-949.99,800-999.99,001-999.99,001-999.99
711.66,711.6,711,710-719.99,710-739.99,001-999.99,001-999.99
386.02,386.0,386,380-389.99,320-389.99,001-999.99,001-999.99
580.0,580,580-589.99,580-629.99,001-999.99,001-999.99,001-999.99
727.50,727.5,727,725-729.99,710-739.99,001-999.99,001-999.99
285.1,285,280-289.99,001-999.99,001-999.99,001-999.99,001-999.99
362.3,362,360-379.99,320-389.99,001-999.99,001-999.99,001-999.99
682.6,682,680-686.99,680-709.99,001-999.99,001-999.99,001-999.99
200.03,200.0,200,200-208.99,140-239.99,001-999.99,001-999.99
251.2,251,249-259.99,240-279.99,001-999.99,001-999.99,001-999.99
608.9,608,600-608.99,580-629.99,001-999.99,001-999.99,001-999.99
643.93,643.9,643,640-649.99,630-679.99,001-999.99,001-999.99
015.95,015.9,015,010-018.99,001-139.99,001-999.99,001-999.99
944.08,944.0,944,940-949.99,800-999.99,001-999.99,001-999.99
749.22,749.2,749,740-759.99,001-999.99,001-999.99,001-999.99
749.24,749.2,749,740-759.99,001-999.99,001-999.99,001-999.99
384.20,384.2,384,380-389.99,320-389.99,001-999.99,001-999.99
384.22,384.2,384,380-389.99,320-389.99,001-999.99,001-999.99
806.62,806.6,806,805-809.99,800-829.99,800-999.99,001-999.99
779.83,779.8,779,764-779.99,760-779.99,001-999.99,001-999.99
669.03,669.0,669,660-669.99,630-679.99,001-999.99,001-999.99
669.01,669.0,669,660-669.99,630-679.99,001-999.99,001-999.99
730.39,730.3,730,730-739.99,710-739.99,001-999.99,001-999.99
730.37,730.3,730,730-739.99,710-739.99,001-999.99,001-999.99
103,100-104.99,001-139.99,001-999.99,001-999.99,001-999.99,001-999.99
342.8,342,340-349.99,320-389.99,001-999.99,001-999.99,001-999.99
996,996-999.99,800-999.99,001-999.99,001-999.99,001-999.99,001-999.99
675.11,675.1,675,670-677.99,630-679.99,001-999.99,001-999.99
660.3,660,660-669.99,630-679.99,001-999.99,001-999.99,001-999.99
428.41,428.4,428,420-429.99,390-459.99,001-999.99,001-999.99
583.1,583,580-589.99,580-629.99,001-999.99,001-999.99,001-999.99
716.88,716.8,716,710-719.99,710-739.99,001-999.99,001-999.99
698,690-698.99,680-709.99,001-999.99,001-999.99,001-999.99,001-999.99
011.76,011.7,011,010-018.99,001-139.99,001-999.99,001-999.99
996.57,996.5,996,996-999.99,800-999.99,001-999.99,001-999.99
331.5,331,330-337.99,320-389.99,001-999.99,001-999.99,001-999.99
996.59,996.5,996,996-999.99,800-999.99,001-999.99,001-999.99
779.81,779.8,779,764-779.99,760-779.99,001-999.99,001-999.99
127.0,127,120-129.99,001-139.99,001-999.99,001-999.99,001-999.99
752.69,752.6,752,740-759.99,001-999.99,001-999.99,001-999.99
127.3,127,120-129.99,001-139.99,001-999.99,001-999.99,001-999.99
718.44,718.4,718,710-719.99,710-739.99,001-999.99,001-999.99
718.42,718.4,718,710-719.99,710-739.99,001-999.99,001-999.99
945.56,945.5,945,940-949.99,800-999.99,001-999.99,001-999.99
013.30,013.3,013,010-018.99,001-139.99,001-999.99,001-999.99
945.54,945.5,945,940-949.99,800-999.99,001-999.99,001-999.99
819.0,819,810-819.99,800-829.99,800-999.99,001-999.99,001-999.99
999.69,999.6,999,996-999.99,800-999.99,001-999.99,001-999.99
401,401-405.99,390-459.99,001-999.99,001-999.99,001-999.99,001-999.99
794.1,794,790-796.99,780-799.99,001-999.99,001-999.99,001-999.99
751.9,751,740-759.99,001-999.99,001-999.99,001-999.99,001-999.99
870.1,870,870-879.99,870-897.99,800-999.99,001-999.99,001-999.99
676.12,676.1,676,670-677.99,630-679.99,001-999.99,001-999.99
658.03,658.0,658,650-659.99,630-679.99,001-999.99,001-999.99
658.01,658.0,658,650-659.99,630-679.99,001-999.99,001-999.99
370.59,370.5,370,360-379.99,320-389.99,001-999.99,001-999.99
530.0,530,530-539.99,520-579.99,001-999.99,001-999.99,001-999.99
973.9,973,960-979.99,800-999.99,001-999.99,001-999.99,001-999.99
985,980-989.99,800-999.99,001-999.99,001-999.99,001-999.99,001-999.99
719.60,719.6,719,710-719.99,710-739.99,001-999.99,001-999.99
232.0,232,230-234.99,140-239.99,001-999.99,001-999.99,001-999.99
030-041.99,001-139.99,001-999.99,001-999.99,001-999.99,001-999.99,001-999.99
873.53,873.5,873,870-879.99,870-897.99,800-999.99,001-999.99
533.41,533.4,533,530-539.99,520-579.99,001-999.99,001-999.99
300.7,300,300-316.99,290-319.99,001-999.99,001-999.99,001-999.99
640.8,640,640-649.99,630-679.99,001-999.99,001-999.99,001-999.99
935.0,935,930-939.99,800-999.99,001-999.99,001-999.99,001-999.99
796.2,796,790-796.99,780-799.99,001-999.99,001-999.99,001-999.99
380.03,380.0,380,380-389.99,320-389.99,001-999.99,001-999.99
707.12,707.1,707,700-709.99,680-709.99,001-999.99,001-999.99
378.14,378.1,378,360-379.99,320-389.99,001-999.99,001-999.99
342.10,342.1,342,340-349.99,320-389.99,001-999.99,001-999.99
380.01,380.0,380,380-389.99,320-389.99,001-999.99,001-999.99
901.1,901,900-904.99,800-999.99,001-999.99,001-999.99,001-999.99
426.11,426.1,426,420-429.99,390-459.99,001-999.99,001-999.99
344.5,344,340-349.99,320-389.99,001-999.99,001-999.99,001-999.99
059.22,059.2,059,050-059.99,001-139.99,001-999.99,001-999.99
364.3,364,360-379.99,320-389.99,001-999.99,001-999.99,001-999.99
653.23,653.2,653,650-659.99,630-679.99,001-999.99,001-999.99
567.82,567.8,567,560-569.99,520-579.99,001-999.99,001-999.99
059.20,059.2,059,050-059.99,001-139.99,001-999.99,001-999.99
761.8,761,760-763.99,760-779.99,001-999.99,001-999.99,001-999.99
202.03,202.0,202,200-208.99,140-239.99,001-999.99,001-999.99
202.01,202.0,202,200-208.99,140-239.99,001-999.99,001-999.99
362.34,362.3,362,360-379.99,320-389.99,001-999.99,001-999.99
375.6,375,360-379.99,320-389.99,001-999.99,001-999.99,001-999.99
362.36,362.3,362,360-379.99,320-389.99,001-999.99,001-999.99
304.63,304.6,304,300-316.99,290-319.99,001-999.99,001-999.99
017.8,017,010-018.99,001-139.99,001-999.99,001-999.99,001-999.99
616.1,616,614-616.99,580-629.99,001-999.99,001-999.99,001-999.99
839.40,839.4,839,830-839.99,800-999.99,001-999.99,001-999.99
839.42,839.4,839,830-839.99,800-999.99,001-999.99,001-999.99
258.1,258,249-259.99,240-279.99,001-999.99,001-999.99,001-999.99
059.9,059,050-059.99,001-139.99,001-999.99,001-999.99,001-999.99
818,810-819.99,800-829.99,800-999.99,001-999.99,001-999.99,001-999.99
291.89,291.8,291,290-294.99,290-299.99,290-319.99,001-999.99
111.2,111,110-118.99,001-139.99,001-999.99,001-999.99,001-999.99
084,080-088.99,001-139.99,001-999.99,001-999.99,001-999.99,001-999.99
719.07,719.0,719,710-719.99,710-739.99,001-999.99,001-999.99
388.02,388.0,388,380-389.99,320-389.99,001-999.99,001-999.99
673.3,673,670-677.99,630-679.99,001-999.99,001-999.99,001-999.99
388.00,388.0,388,380-389.99,320-389.99,001-999.99,001-999.99
122.5,122,120-129.99,001-139.99,001-999.99,001-999.99,001-999.99
947.0,947,940-949.99,800-999.99,001-999.99,001-999.99,001-999.99
582.0,582,580-589.99,580-629.99,001-999.99,001-999.99,001-999.99
944.12,944.1,944,940-949.99,800-999.99,001-999.99,001-999.99
276.1,276,270-279.99,240-279.99,001-999.99,001-999.99,001-999.99
333.5,333,330-337.99,320-389.99,001-999.99,001-999.99,001-999.99
801.26,801.2,801,800-804.99,800-829.99,800-999.99,001-999.99
078.81,078.8,078,070-079.99,001-139.99,001-999.99,001-999.99
634.91,634.9,634,634-639.99,630-679.99,001-999.99,001-999.99
291.2,291,290-294.99,290-299.99,290-319.99,001-999.99,001-999.99
998,996-999.99,800-999.99,001-999.99,001-999.99,001-999.99,001-999.99
344.8,344,340-349.99,320-389.99,001-999.99,001-999.99,001-999.99
753.11,753.1,753,740-759.99,001-999.99,001-999.99,001-999.99
180.1,180,179-189.99,140-239.99,001-999.99,001-999.99,001-999.99
