Frekvens,0,Total rows,Probability,IC,PARENT_IC,INDEX,Constant,ENCODE
98,V554,503609,0.0001945954103282507,8.544587973648516,61.256169238669585,6.0,0.01,61.31616923866959
97,V626,503609,0.0001926097428759216,8.554844473815706,24.855979640633684,3.0,0.01,24.885979640633686
95,V537,503609,0.0001886384079712634,8.575678560718547,8.575678560718547,1.0,0.01,8.585678560718547
93,V1062,503609,0.00018466707306660524,8.596955959165832,26.169975135925956,2.0,0.01,26.189975135925955
92,V091,503609,0.00018268140561427616,8.607766875270048,13.080193295875382,2.0,0.01,13.100193295875382
92,V1642,503609,0.00018268140561427616,8.607766875270048,29.67392092901801,1.0,0.01,29.68392092901801
91,V4971,503609,0.00018069573816194707,8.618695945802239,35.550161382025976,5.0,0.01,35.60016138202597
89,V5481,503609,0.0001767244032572889,8.640919082586949,25.576718136589783,2.0,0.01,25.596718136589782
89,V1508,503609,0.0001767244032572889,8.640919082586949,45.6705462983961,2.0,0.01,45.6905462983961
87,V1505,503609,0.0001727530683526307,8.663647333664505,45.6705462983961,3.0,0.01,45.7005462983961
86,V1559,503609,0.00017076740090030162,8.675208156065581,20.970602313581665,3.0,0.01,21.000602313581666
85,V8544,503609,0.00016878173344797253,8.686904195828772,36.88007025387086,5.0,0.01,36.93007025387086
79,V145,503609,0.000156867728733998,8.760107599852066,58.94821581398057,5.0,0.01,58.998215813980565
78,V549,503609,0.0001548820612816689,8.772846625629496,8.772846625629496,1.0,0.01,8.782846625629496
78,V4578,503609,0.0001548820612816689,8.772846625629496,61.59402945024026,8.0,0.01,61.674029450240255
76,V1090,503609,0.00015091072637701074,8.798822112032758,17.084190477893255,2.0,0.01,17.104190477893255
76,V426,503609,0.00015091072637701074,8.798822112032758,42.68305349766496,5.0,0.01,42.733053497664955
74,V0179,503609,0.00014693939147235256,8.82549035911492,8.82549035911492,1.0,0.01,8.83549035911492
72,V066,503609,0.0001429680565676944,8.852889333303033,8.852889333303033,1.0,0.01,8.862889333303032
72,V189,503609,0.0001429680565676944,8.852889333303033,24.838674754940065,2.0,0.01,24.858674754940065
71,V270,503609,0.00014098238911536528,8.866875575277772,8.866875575277772,1.0,0.01,8.876875575277772
70,V0262,503609,0.0001389967216630362,8.88106021026973,16.4615395776936,2.0,0.01,16.4815395776936
69,V4512,503609,0.0001370110542107071,8.89544894772183,13.110378272213781,2.0,0.01,13.13037827221378
68,V8521,503609,0.00013502538675837803,8.910047747142983,26.402452654030643,2.0,0.01,26.422452654030643
64,V0950,503609,0.00012708271694906168,8.970672368959416,8.970672368959416,1.0,0.01,8.980672368959416
