0,1,2,3,4,5,6
45.51,45.5,45,42-54.99,00-99.99,00-99.99,00-99.99
79.52,79.5,79,76-84.99,00-99.99,00-99.99,00-99.99
77.87,77.8,77,76-84.99,00-99.99,00-99.99,00-99.99
88.13,88.1,88,87-99.99,00-99.99,00-99.99,00-99.99
65.64,65.6,65,65-71.99,00-99.99,00-99.99,00-99.99
79.55,79.5,79,76-84.99,00-99.99,00-99.99,00-99.99
11.53,11.5,11,08-16.99,00-99.99,00-99.99,00-99.99
31.7,31,30-34.99,00-99.99,00-99.99,00-99.99,00-99.99
77.74,77.7,77,76-84.99,00-99.99,00-99.99,00-99.99
11.6,11,08-16.99,00-99.99,00-99.99,00-99.99,00-99.99
95.3,95,87-99.99,00-99.99,00-99.99,00-99.99,00-99.99
37.31,37.3,37,35-39.99,00-99.99,00-99.99,00-99.99
82.99,82.9,82,76-84.99,00-99.99,00-99.99,00-99.99
83.2,83,76-84.99,00-99.99,00-99.99,00-99.99,00-99.99
06.95,06.9,06,06-07.99,00-99.99,00-99.99,00-99.99
16.1,16,08-16.99,00-99.99,00-99.99,00-99.99,00-99.99
39.99,39.9,39,35-39.99,00-99.99,00-99.99,00-99.99
38.46,38.4,38,35-39.99,00-99.99,00-99.99,00-99.99
77.62,77.6,77,76-84.99,00-99.99,00-99.99,00-99.99
07.41,07.4,07,06-07.99,00-99.99,00-99.99,00-99.99
00.58,00.5,00-00.99,00-99.99,00-99.99,00-99.99,00-99.99
34.59,34.5,34,30-34.99,00-99.99,00-99.99,00-99.99
21.86,21.8,21,21-29.99,00-99.99,00-99.99,00-99.99
55.87,55.8,55,55-59.99,00-99.99,00-99.99,00-99.99
42.81,42.8,42,42-54.99,00-99.99,00-99.99,00-99.99
54.91,54.9,54,42-54.99,00-99.99,00-99.99,00-99.99
51.42,51.4,51,42-54.99,00-99.99,00-99.99,00-99.99
85.43,85.4,85,85-86.99,00-99.99,00-99.99,00-99.99
83.32,83.3,83,76-84.99,00-99.99,00-99.99,00-99.99
42.84,42.8,42,42-54.99,00-99.99,00-99.99,00-99.99
14.2,14,08-16.99,00-99.99,00-99.99,00-99.99,00-99.99
41.09,41.0,41,40-41.99,00-99.99,00-99.99,00-99.99
88.57,88.5,88,87-99.99,00-99.99,00-99.99,00-99.99
77.65,77.6,77,76-84.99,00-99.99,00-99.99,00-99.99
84.28,84.2,84,76-84.99,00-99.99,00-99.99,00-99.99
37.22,37.2,37,35-39.99,00-99.99,00-99.99,00-99.99
84.72,84.7,84,76-84.99,00-99.99,00-99.99,00-99.99
60.99,60.9,60,60-64.99,00-99.99,00-99.99,00-99.99
91.35,91.3,91,87-99.99,00-99.99,00-99.99,00-99.99
53.10,53.1,53,42-54.99,00-99.99,00-99.99,00-99.99
14.29,14.2,14,08-16.99,00-99.99,00-99.99,00-99.99
69.42,69.4,69,65-71.99,00-99.99,00-99.99,00-99.99
93.4,93,87-99.99,00-99.99,00-99.99,00-99.99,00-99.99
89.38,89.3,89,87-99.99,00-99.99,00-99.99,00-99.99
36.07,36.0,36,35-39.99,00-99.99,00-99.99,00-99.99
07.53,07.5,07,06-07.99,00-99.99,00-99.99,00-99.99
39.56,39.5,39,35-39.99,00-99.99,00-99.99,00-99.99
80.43,80.4,80,76-84.99,00-99.99,00-99.99,00-99.99
02.41,02.4,02,01-05.99,00-99.99,00-99.99,00-99.99
26.9,26,21-29.99,00-99.99,00-99.99,00-99.99,00-99.99
83.92,83.9,83,76-84.99,00-99.99,00-99.99,00-99.99
07.6,07,06-07.99,00-99.99,00-99.99,00-99.99,00-99.99
79.2,79,76-84.99,00-99.99,00-99.99,00-99.99,00-99.99
93.03,93.0,93,87-99.99,00-99.99,00-99.99,00-99.99
02.0,02,01-05.99,00-99.99,00-99.99,00-99.99,00-99.99
01.2,01,01-05.99,00-99.99,00-99.99,00-99.99,00-99.99
78.99,78.9,78,76-84.99,00-99.99,00-99.99,00-99.99
59.00,59.0,59,55-59.99,00-99.99,00-99.99,00-99.99
01.26,01.2,01,01-05.99,00-99.99,00-99.99,00-99.99
35.11,35.1,35,35-39.99,00-99.99,00-99.99,00-99.99
90.42,90.4,90,87-99.99,00-99.99,00-99.99,00-99.99
70.54,70.5,70,65-71.99,00-99.99,00-99.99,00-99.99
44.32,44.3,44,42-54.99,00-99.99,00-99.99,00-99.99
91.82,91.8,91,87-99.99,00-99.99,00-99.99,00-99.99
48.61,48.6,48,42-54.99,00-99.99,00-99.99,00-99.99
89.25,89.2,89,87-99.99,00-99.99,00-99.99,00-99.99
55.24,55.2,55,55-59.99,00-99.99,00-99.99,00-99.99
47,42-54.99,00-99.99,00-99.99,00-99.99,00-99.99,00-99.99
35.14,35.1,35,35-39.99,00-99.99,00-99.99,00-99.99
01.13,01.1,01,01-05.99,00-99.99,00-99.99,00-99.99
55.84,55.8,55,55-59.99,00-99.99,00-99.99,00-99.99
33.93,33.9,33,30-34.99,00-99.99,00-99.99,00-99.99
12.65,12.6,12,08-16.99,00-99.99,00-99.99,00-99.99
77.18,77.1,77,76-84.99,00-99.99,00-99.99,00-99.99
96.48,96.4,96,87-99.99,00-99.99,00-99.99,00-99.99
19.2,19,18-20.99,00-99.99,00-99.99,00-99.99,00-99.99
42.21,42.2,42,42-54.99,00-99.99,00-99.99,00-99.99
21.9,21,21-29.99,00-99.99,00-99.99,00-99.99,00-99.99
71.72,71.7,71,65-71.99,00-99.99,00-99.99,00-99.99
80.00,80.0,80,76-84.99,00-99.99,00-99.99,00-99.99
66.79,66.7,66,65-71.99,00-99.99,00-99.99,00-99.99
34.5,34,30-34.99,00-99.99,00-99.99,00-99.99,00-99.99
84.25,84.2,84,76-84.99,00-99.99,00-99.99,00-99.99
31.98,31.9,31,30-34.99,00-99.99,00-99.99,00-99.99
96.35,96.3,96,87-99.99,00-99.99,00-99.99,00-99.99
08.21,08.2,08,08-16.99,00-99.99,00-99.99,00-99.99
07.19,07.1,07,06-07.99,00-99.99,00-99.99,00-99.99
86.3,86,85-86.99,00-99.99,00-99.99,00-99.99,00-99.99
19.29,19.2,19,18-20.99,00-99.99,00-99.99,00-99.99
82.55,82.5,82,76-84.99,00-99.99,00-99.99,00-99.99
89.1,89,87-99.99,00-99.99,00-99.99,00-99.99,00-99.99
32.09,32.0,32,30-34.99,00-99.99,00-99.99,00-99.99
79.92,79.9,79,76-84.99,00-99.99,00-99.99,00-99.99
45.91,45.9,45,42-54.99,00-99.99,00-99.99,00-99.99
76.43,76.4,76,76-84.99,00-99.99,00-99.99,00-99.99
25,21-29.99,00-99.99,00-99.99,00-99.99,00-99.99,00-99.99
17.39,17.3,17,17-17.99,00-99.99,00-99.99,00-99.99
42.12,42.1,42,42-54.99,00-99.99,00-99.99,00-99.99
20.21,20.2,20,18-20.99,00-99.99,00-99.99,00-99.99
54.22,54.2,54,42-54.99,00-99.99,00-99.99,00-99.99
78.77,78.7,78,76-84.99,00-99.99,00-99.99,00-99.99
51.39,51.3,51,42-54.99,00-99.99,00-99.99,00-99.99
89.03,89.0,89,87-99.99,00-99.99,00-99.99,00-99.99
55.02,55.0,55,55-59.99,00-99.99,00-99.99,00-99.99
53.04,53.0,53,42-54.99,00-99.99,00-99.99,00-99.99
31.29,31.2,31,30-34.99,00-99.99,00-99.99,00-99.99
87.95,87.9,87,87-99.99,00-99.99,00-99.99,00-99.99
51.99,51.9,51,42-54.99,00-99.99,00-99.99,00-99.99
85.84,85.8,85,85-86.99,00-99.99,00-99.99,00-99.99
31.73,31.7,31,30-34.99,00-99.99,00-99.99,00-99.99
96.26,96.2,96,87-99.99,00-99.99,00-99.99,00-99.99
32.6,32,30-34.99,00-99.99,00-99.99,00-99.99,00-99.99
12.5,12,08-16.99,00-99.99,00-99.99,00-99.99,00-99.99
07.82,07.8,07,06-07.99,00-99.99,00-99.99,00-99.99
94.45,94.4,94,87-99.99,00-99.99,00-99.99,00-99.99
38.34,38.3,38,35-39.99,00-99.99,00-99.99,00-99.99
51.86,51.8,51,42-54.99,00-99.99,00-99.99,00-99.99
84.1,84,76-84.99,00-99.99,00-99.99,00-99.99,00-99.99
96.2,96,87-99.99,00-99.99,00-99.99,00-99.99,00-99.99
38.37,38.3,38,35-39.99,00-99.99,00-99.99,00-99.99
97.0,97,87-99.99,00-99.99,00-99.99,00-99.99,00-99.99
58.47,58.4,58,55-59.99,00-99.99,00-99.99,00-99.99
49.29,49.2,49,42-54.99,00-99.99,00-99.99,00-99.99
20,18-20.99,00-99.99,00-99.99,00-99.99,00-99.99,00-99.99
69.99,69.9,69,65-71.99,00-99.99,00-99.99,00-99.99
96.70,96.7,96,87-99.99,00-99.99,00-99.99,00-99.99
62.12,62.1,62,60-64.99,00-99.99,00-99.99,00-99.99
06.01,06.0,06,06-07.99,00-99.99,00-99.99,00-99.99
18.11,18.1,18,18-20.99,00-99.99,00-99.99,00-99.99
85.87,85.8,85,85-86.99,00-99.99,00-99.99,00-99.99
53.51,53.5,53,42-54.99,00-99.99,00-99.99,00-99.99
87.52,87.5,87,87-99.99,00-99.99,00-99.99,00-99.99
84.03,84.0,84,76-84.99,00-99.99,00-99.99,00-99.99
81.42,81.4,81,76-84.99,00-99.99,00-99.99,00-99.99
11.43,11.4,11,08-16.99,00-99.99,00-99.99,00-99.99
79.45,79.4,79,76-84.99,00-99.99,00-99.99,00-99.99
97.6,97,87-99.99,00-99.99,00-99.99,00-99.99,00-99.99
38.81,38.8,38,35-39.99,00-99.99,00-99.99,00-99.99
04.80,04.8,04,01-05.99,00-99.99,00-99.99,00-99.99
17.53,17.5,17,17-17.99,00-99.99,00-99.99,00-99.99
17.56,17.5,17,17-17.99,00-99.99,00-99.99,00-99.99
33.21,33.2,33,30-34.99,00-99.99,00-99.99,00-99.99
91.2,91,87-99.99,00-99.99,00-99.99,00-99.99,00-99.99
79.32,79.3,79,76-84.99,00-99.99,00-99.99,00-99.99
13.11,13.1,13,08-16.99,00-99.99,00-99.99,00-99.99
80.87,80.8,80,76-84.99,00-99.99,00-99.99,00-99.99
44.29,44.2,44,42-54.99,00-99.99,00-99.99,00-99.99
37.66,37.6,37,35-39.99,00-99.99,00-99.99,00-99.99
04.9,04,01-05.99,00-99.99,00-99.99,00-99.99,00-99.99
49.76,49.7,49,42-54.99,00-99.99,00-99.99,00-99.99
87.35,87.3,87,87-99.99,00-99.99,00-99.99,00-99.99
33.24,33.2,33,30-34.99,00-99.99,00-99.99,00-99.99
56.99,56.9,56,55-59.99,00-99.99,00-99.99,00-99.99
25.59,25.5,25,21-29.99,00-99.99,00-99.99,00-99.99
60.61,60.6,60,60-64.99,00-99.99,00-99.99,00-99.99
37.6,37,35-39.99,00-99.99,00-99.99,00-99.99,00-99.99
94.62,94.6,94,87-99.99,00-99.99,00-99.99,00-99.99
91.13,91.1,91,87-99.99,00-99.99,00-99.99,00-99.99
32.41,32.4,32,30-34.99,00-99.99,00-99.99,00-99.99
90.33,90.3,90,87-99.99,00-99.99,00-99.99,00-99.99
57.79,57.7,57,55-59.99,00-99.99,00-99.99,00-99.99
25.5,25,21-29.99,00-99.99,00-99.99,00-99.99,00-99.99
16.7,16,08-16.99,00-99.99,00-99.99,00-99.99,00-99.99
77.37,77.3,77,76-84.99,00-99.99,00-99.99,00-99.99
12.31,12.3,12,08-16.99,00-99.99,00-99.99,00-99.99
49,42-54.99,00-99.99,00-99.99,00-99.99,00-99.99,00-99.99
93.82,93.8,93,87-99.99,00-99.99,00-99.99,00-99.99
17.5,17,17-17.99,00-99.99,00-99.99,00-99.99,00-99.99
40.51,40.5,40,40-41.99,00-99.99,00-99.99,00-99.99
81.15,81.1,81,76-84.99,00-99.99,00-99.99,00-99.99
69.59,69.5,69,65-71.99,00-99.99,00-99.99,00-99.99
88.89,88.8,88,87-99.99,00-99.99,00-99.99,00-99.99
93.85,93.8,93,87-99.99,00-99.99,00-99.99,00-99.99
79.02,79.0,79,76-84.99,00-99.99,00-99.99,00-99.99
45.01,45.0,45,42-54.99,00-99.99,00-99.99,00-99.99
94.65,94.6,94,87-99.99,00-99.99,00-99.99,00-99.99
35.93,35.9,35,35-39.99,00-99.99,00-99.99,00-99.99
16.63,16.6,16,08-16.99,00-99.99,00-99.99,00-99.99
88.23,88.2,88,87-99.99,00-99.99,00-99.99,00-99.99
79.05,79.0,79,76-84.99,00-99.99,00-99.99,00-99.99
00.11,00.1,00-00.99,00-99.99,00-99.99,00-99.99,00-99.99
23.70,23.7,23,21-29.99,00-99.99,00-99.99,00-99.99
57.71,57.7,57,55-59.99,00-99.99,00-99.99,00-99.99
99.15,99.1,99,87-99.99,00-99.99,00-99.99,00-99.99
30.4,30,30-34.99,00-99.99,00-99.99,00-99.99,00-99.99
11.1,11,08-16.99,00-99.99,00-99.99,00-99.99,00-99.99
77.97,77.9,77,76-84.99,00-99.99,00-99.99,00-99.99
77.81,77.8,77,76-84.99,00-99.99,00-99.99,00-99.99
11.7,11,08-16.99,00-99.99,00-99.99,00-99.99,00-99.99
87.08,87.0,87,87-99.99,00-99.99,00-99.99,00-99.99
84.47,84.4,84,76-84.99,00-99.99,00-99.99,00-99.99
65.74,65.7,65,65-71.99,00-99.99,00-99.99,00-99.99
99.75,99.7,99,87-99.99,00-99.99,00-99.99,00-99.99
43.99,43.9,43,42-54.99,00-99.99,00-99.99,00-99.99
77.84,77.8,77,76-84.99,00-99.99,00-99.99,00-99.99
81.62,81.6,81,76-84.99,00-99.99,00-99.99,00-99.99
53.42,53.4,53,42-54.99,00-99.99,00-99.99,00-99.99
24.6,24,21-29.99,00-99.99,00-99.99,00-99.99,00-99.99
43.9,43,42-54.99,00-99.99,00-99.99,00-99.99,00-99.99
29.19,29.1,29,21-29.99,00-99.99,00-99.99,00-99.99
48.49,48.4,48,42-54.99,00-99.99,00-99.99,00-99.99
76.69,76.6,76,76-84.99,00-99.99,00-99.99,00-99.99
64.94,64.9,64,60-64.99,00-99.99,00-99.99,00-99.99
09.9,09,08-16.99,00-99.99,00-99.99,00-99.99,00-99.99
11.63,11.6,11,08-16.99,00-99.99,00-99.99,00-99.99
32.01,32.0,32,30-34.99,00-99.99,00-99.99,00-99.99
86.72,86.7,86,85-86.99,00-99.99,00-99.99,00-99.99
97.64,97.6,97,87-99.99,00-99.99,00-99.99,00-99.99
99.62,99.6,99,87-99.99,00-99.99,00-99.99,00-99.99
37.41,37.4,37,35-39.99,00-99.99,00-99.99,00-99.99
95.33,95.3,95,87-99.99,00-99.99,00-99.99,00-99.99
93.35,93.3,93,87-99.99,00-99.99,00-99.99,00-99.99
64,60-64.99,00-99.99,00-99.99,00-99.99,00-99.99,00-99.99
17.31,17.3,17,17-17.99,00-99.99,00-99.99,00-99.99
52.14,52.1,52,42-54.99,00-99.99,00-99.99,00-99.99
84.94,84.9,84,76-84.99,00-99.99,00-99.99,00-99.99
93.38,93.3,93,87-99.99,00-99.99,00-99.99,00-99.99
93.22,93.2,93,87-99.99,00-99.99,00-99.99,00-99.99
06.92,06.9,06,06-07.99,00-99.99,00-99.99,00-99.99
09.53,09.5,09,08-16.99,00-99.99,00-99.99,00-99.99
51.59,51.5,51,42-54.99,00-99.99,00-99.99,00-99.99
55-59.99,00-99.99,00-99.99,00-99.99,00-99.99,00-99.99,00-99.99
09.4,09,08-16.99,00-99.99,00-99.99,00-99.99,00-99.99
04.0,04,01-05.99,00-99.99,00-99.99,00-99.99,00-99.99
24.19,24.1,24,21-29.99,00-99.99,00-99.99,00-99.99
23.3,23,21-29.99,00-99.99,00-99.99,00-99.99,00-99.99
07.7,07,06-07.99,00-99.99,00-99.99,00-99.99,00-99.99
36.17,36.1,36,35-39.99,00-99.99,00-99.99,00-99.99
94.0,94,87-99.99,00-99.99,00-99.99,00-99.99,00-99.99
14.26,14.2,14,08-16.99,00-99.99,00-99.99,00-99.99
39.9,39,35-39.99,00-99.99,00-99.99,00-99.99,00-99.99
84.82,84.8,84,76-84.99,00-99.99,00-99.99,00-99.99
60.93,60.9,60,60-64.99,00-99.99,00-99.99,00-99.99
62.91,62.9,62,60-64.99,00-99.99,00-99.99,00-99.99
91.45,91.4,91,87-99.99,00-99.99,00-99.99,00-99.99
42,42-54.99,00-99.99,00-99.99,00-99.99,00-99.99,00-99.99
84.85,84.8,84,76-84.99,00-99.99,00-99.99,00-99.99
60.96,60.9,60,60-64.99,00-99.99,00-99.99,00-99.99
21.4,21,21-29.99,00-99.99,00-99.99,00-99.99,00-99.99
02.1,02,01-05.99,00-99.99,00-99.99,00-99.99,00-99.99
93.13,93.1,93,87-99.99,00-99.99,00-99.99,00-99.99
71.22,71.2,71,65-71.99,00-99.99,00-99.99,00-99.99
79.89,79.8,79,76-84.99,00-99.99,00-99.99,00-99.99
39.66,39.6,39,35-39.99,00-99.99,00-99.99,00-99.99
07.63,07.6,07,06-07.99,00-99.99,00-99.99,00-99.99
35.24,35.2,35,35-39.99,00-99.99,00-99.99,00-99.99
01.23,01.2,01,01-05.99,00-99.99,00-99.99,00-99.99
48.71,48.7,48,42-54.99,00-99.99,00-99.99,00-99.99
13.90,13.9,13,08-16.99,00-99.99,00-99.99,00-99.99
47.91,47.9,47,42-54.99,00-99.99,00-99.99,00-99.99
01.3,01,01-05.99,00-99.99,00-99.99,00-99.99,00-99.99
59.79,59.7,59,55-59.99,00-99.99,00-99.99,00-99.99
89.35,89.3,89,87-99.99,00-99.99,00-99.99,00-99.99
39.53,39.5,39,35-39.99,00-99.99,00-99.99,00-99.99
36.04,36.0,36,35-39.99,00-99.99,00-99.99,00-99.99
55.34,55.3,55,55-59.99,00-99.99,00-99.99,00-99.99
89.22,89.2,89,87-99.99,00-99.99,00-99.99,00-99.99
34.09,34.0,34,30-34.99,00-99.99,00-99.99,00-99.99
80.10,80.1,80,76-84.99,00-99.99,00-99.99,00-99.99
48.74,48.7,48,42-54.99,00-99.99,00-99.99,00-99.99
46.76,46.7,46,42-54.99,00-99.99,00-99.99,00-99.99
81.59,81.5,81,76-84.99,00-99.99,00-99.99,00-99.99
77.12,77.1,77,76-84.99,00-99.99,00-99.99,00-99.99
27,21-29.99,00-99.99,00-99.99,00-99.99,00-99.99,00-99.99
91.92,91.9,91,87-99.99,00-99.99,00-99.99,00-99.99
14.8,14,08-16.99,00-99.99,00-99.99,00-99.99,00-99.99
54.19,54.1,54,42-54.99,00-99.99,00-99.99,00-99.99
86.99,86.9,86,85-86.99,00-99.99,00-99.99,00-99.99
34.6,34,30-34.99,00-99.99,00-99.99,00-99.99,00-99.99
78.30,78.3,78,76-84.99,00-99.99,00-99.99,00-99.99
19.3,19,18-20.99,00-99.99,00-99.99,00-99.99,00-99.99
42.31,42.3,42,42-54.99,00-99.99,00-99.99,00-99.99
23.01,23.0,23,21-29.99,00-99.99,00-99.99,00-99.99
91.95,91.9,91,87-99.99,00-99.99,00-99.99,00-99.99
39.49,39.4,39,35-39.99,00-99.99,00-99.99,00-99.99
35.71,35.7,35,35-39.99,00-99.99,00-99.99,00-99.99
19.9,19,18-20.99,00-99.99,00-99.99,00-99.99,00-99.99
96.45,96.4,96,87-99.99,00-99.99,00-99.99,00-99.99
46.63,46.6,46,42-54.99,00-99.99,00-99.99,00-99.99
77.15,77.1,77,76-84.99,00-99.99,00-99.99,00-99.99
08.31,08.3,08,08-16.99,00-99.99,00-99.99,00-99.99
55.81,55.8,55,55-59.99,00-99.99,00-99.99,00-99.99
00.68,00.6,00-00.99,00-99.99,00-99.99,00-99.99,00-99.99
00.55,00.5,00-00.99,00-99.99,00-99.99,00-99.99,00-99.99
84.22,84.2,84,76-84.99,00-99.99,00-99.99,00-99.99
07.1,07,06-07.99,00-99.99,00-99.99,00-99.99,00-99.99
83.42,83.4,83,76-84.99,00-99.99,00-99.99,00-99.99
26.4,26,21-29.99,00-99.99,00-99.99,00-99.99,00-99.99
07.16,07.1,07,06-07.99,00-99.99,00-99.99,00-99.99
99.0,99,87-99.99,00-99.99,00-99.99,00-99.99,00-99.99
88.67,88.6,88,87-99.99,00-99.99,00-99.99,00-99.99
73.99,73.9,73,72-75.99,00-99.99,00-99.99,00-99.99
14.39,14.3,14,08-16.99,00-99.99,00-99.99,00-99.99
48.24,48.2,48,42-54.99,00-99.99,00-99.99,00-99.99
49.42,49.4,49,42-54.99,00-99.99,00-99.99,00-99.99
97.88,97.8,97,87-99.99,00-99.99,00-99.99,00-99.99
26.49,26.4,26,21-29.99,00-99.99,00-99.99,00-99.99
42.5,42,42-54.99,00-99.99,00-99.99,00-99.99,00-99.99
39.27,39.2,39,35-39.99,00-99.99,00-99.99,00-99.99
97.1,97,87-99.99,00-99.99,00-99.99,00-99.99,00-99.99
49.39,49.3,49,42-54.99,00-99.99,00-99.99,00-99.99
12.53,12.5,12,08-16.99,00-99.99,00-99.99,00-99.99
53.17,53.1,53,42-54.99,00-99.99,00-99.99,00-99.99
87.02,87.0,87,87-99.99,00-99.99,00-99.99,00-99.99
89.60,89.6,89,87-99.99,00-99.99,00-99.99,00-99.99
53.61,53.6,53,42-54.99,00-99.99,00-99.99,00-99.99
87.62,87.6,87,87-99.99,00-99.99,00-99.99,00-99.99
65.71,65.7,65,65-71.99,00-99.99,00-99.99,00-99.99
84.13,84.1,84,76-84.99,00-99.99,00-99.99,00-99.99
96.23,96.2,96,87-99.99,00-99.99,00-99.99,00-99.99
61.42,61.4,61,60-64.99,00-99.99,00-99.99,00-99.99
04.4,04,01-05.99,00-99.99,00-99.99,00-99.99,00-99.99
52,42-54.99,00-99.99,00-99.99,00-99.99,00-99.99,00-99.99
49.9,49,42-54.99,00-99.99,00-99.99,00-99.99,00-99.99
95.05,95.0,95,87-99.99,00-99.99,00-99.99,00-99.99
96.3,96,87-99.99,00-99.99,00-99.99,00-99.99,00-99.99
38.31,38.3,38,35-39.99,00-99.99,00-99.99,00-99.99
06.11,06.1,06,06-07.99,00-99.99,00-99.99,00-99.99
18.21,18.2,18,18-20.99,00-99.99,00-99.99,00-99.99
51.96,51.9,51,42-54.99,00-99.99,00-99.99,00-99.99
38.91,38.9,38,35-39.99,00-99.99,00-99.99,00-99.99
80.37,80.3,80,76-84.99,00-99.99,00-99.99,00-99.99
84.00,84.0,84,76-84.99,00-99.99,00-99.99,00-99.99
20.5,20,18-20.99,00-99.99,00-99.99,00-99.99,00-99.99
49.99,49.9,49,42-54.99,00-99.99,00-99.99,00-99.99
51.9,51,42-54.99,00-99.99,00-99.99,00-99.99,00-99.99
58.44,58.4,58,55-59.99,00-99.99,00-99.99,00-99.99
02.35,02.3,02,01-05.99,00-99.99,00-99.99,00-99.99
37.76,37.7,37,35-39.99,00-99.99,00-99.99,00-99.99
79.42,79.4,79,76-84.99,00-99.99,00-99.99,00-99.99
26.11,26.1,26,21-29.99,00-99.99,00-99.99,00-99.99
45.41,45.4,45,42-54.99,00-99.99,00-99.99,00-99.99
25.09,25.0,25,21-29.99,00-99.99,00-99.99,00-99.99
44.39,44.3,44,42-54.99,00-99.99,00-99.99,00-99.99
57.89,57.8,57,55-59.99,00-99.99,00-99.99,00-99.99
84.60,84.6,84,76-84.99,00-99.99,00-99.99,00-99.99
60.71,60.7,60,60-64.99,00-99.99,00-99.99,00-99.99
37.7,37,35-39.99,00-99.99,00-99.99,00-99.99,00-99.99
09.43,09.4,09,08-16.99,00-99.99,00-99.99,00-99.99
78.27,78.2,78,76-84.99,00-99.99,00-99.99,00-99.99
80.97,80.9,80,76-84.99,00-99.99,00-99.99,00-99.99
71.79,71.7,71,65-71.99,00-99.99,00-99.99,00-99.99
02.95,02.9,02,01-05.99,00-99.99,00-99.99,00-99.99
04.93,04.9,04,01-05.99,00-99.99,00-99.99,00-99.99
91.23,91.2,91,87-99.99,00-99.99,00-99.99,00-99.99
80.84,80.8,80,76-84.99,00-99.99,00-99.99,00-99.99
37.79,37.7,37,35-39.99,00-99.99,00-99.99,00-99.99
37.63,37.6,37,35-39.99,00-99.99,00-99.99,00-99.99
93.57,93.5,93,87-99.99,00-99.99,00-99.99,00-99.99
33.34,33.3,33,30-34.99,00-99.99,00-99.99,00-99.99
89.13,89.1,89,87-99.99,00-99.99,00-99.99,00-99.99
55.12,55.1,55,55-59.99,00-99.99,00-99.99,00-99.99
40.41,40.4,40,40-41.99,00-99.99,00-99.99,00-99.99
17.4,17,17-17.99,00-99.99,00-99.99,00-99.99,00-99.99
79.67,79.6,79,76-84.99,00-99.99,00-99.99,00-99.99
12.0,12,08-16.99,00-99.99,00-99.99,00-99.99,00-99.99
78.87,78.8,78,76-84.99,00-99.99,00-99.99,00-99.99
51.49,51.4,51,42-54.99,00-99.99,00-99.99,00-99.99
12.6,12,08-16.99,00-99.99,00-99.99,00-99.99,00-99.99
64.99,64.9,64,60-64.99,00-99.99,00-99.99,00-99.99
78.74,78.7,78,76-84.99,00-99.99,00-99.99,00-99.99
20.31,20.3,20,18-20.99,00-99.99,00-99.99,00-99.99
35.02,35.0,35,35-39.99,00-99.99,00-99.99,00-99.99
01.01,01.0,01,01-05.99,00-99.99,00-99.99,00-99.99
17.49,17.4,17,17-17.99,00-99.99,00-99.99,00-99.99
82.52,82.5,82,76-84.99,00-99.99,00-99.99,00-99.99
10.1,10,08-16.99,00-99.99,00-99.99,00-99.99,00-99.99
68.59,68.5,68,65-71.99,00-99.99,00-99.99,00-99.99
80.75,80.7,80,76-84.99,00-99.99,00-99.99,00-99.99
33.78,33.7,33,30-34.99,00-99.99,00-99.99,00-99.99
87.3,87,87-99.99,00-99.99,00-99.99,00-99.99,00-99.99
79.20,79.2,79,76-84.99,00-99.99,00-99.99,00-99.99
37.54,37.5,37,35-39.99,00-99.99,00-99.99,00-99.99
56.84,56.8,56,55-59.99,00-99.99,00-99.99,00-99.99
42.9,42,42-54.99,00-99.99,00-99.99,00-99.99,00-99.99
90.74,90.7,90,87-99.99,00-99.99,00-99.99,00-99.99
78.05,78.0,78,76-84.99,00-99.99,00-99.99,00-99.99
97.35,97.3,97,87-99.99,00-99.99,00-99.99,00-99.99
09.21,09.2,09,08-16.99,00-99.99,00-99.99,00-99.99
76.97,76.9,76,76-84.99,00-99.99,00-99.99,00-99.99
55.69,55.6,55,55-59.99,00-99.99,00-99.99,00-99.99
56.71,56.7,56,55-59.99,00-99.99,00-99.99,00-99.99
87.23,87.2,87,87-99.99,00-99.99,00-99.99,00-99.99
42.09,42.0,42,42-54.99,00-99.99,00-99.99,00-99.99
44.64,44.6,44,42-54.99,00-99.99,00-99.99,00-99.99
63.94,63.9,63,60-64.99,00-99.99,00-99.99,00-99.99
89.57,89.5,89,87-99.99,00-99.99,00-99.99,00-99.99
94.4,94,87-99.99,00-99.99,00-99.99,00-99.99,00-99.99
15.13,15.1,15,08-16.99,00-99.99,00-99.99,00-99.99
15.29,15.2,15,08-16.99,00-99.99,00-99.99,00-99.99
14.33,14.3,14,08-16.99,00-99.99,00-99.99,00-99.99
16.31,16.3,16,08-16.99,00-99.99,00-99.99,00-99.99
28.19,28.1,28,21-29.99,00-99.99,00-99.99,00-99.99
15.2,15,08-16.99,00-99.99,00-99.99,00-99.99,00-99.99
27.3,27,21-29.99,00-99.99,00-99.99,00-99.99,00-99.99
08.6,08,08-16.99,00-99.99,00-99.99,00-99.99,00-99.99
27.9,27,21-29.99,00-99.99,00-99.99,00-99.99,00-99.99
50.91,50.9,50,42-54.99,00-99.99,00-99.99,00-99.99
31.61,31.6,31,30-34.99,00-99.99,00-99.99,00-99.99
30,30-34.99,00-99.99,00-99.99,00-99.99,00-99.99,00-99.99
63.81,63.8,63,60-64.99,00-99.99,00-99.99,00-99.99
97.82,97.8,97,87-99.99,00-99.99,00-99.99,00-99.99
42.69,42.6,42,42-54.99,00-99.99,00-99.99,00-99.99
42.53,42.5,42,42-54.99,00-99.99,00-99.99,00-99.99
28.7,28,21-29.99,00-99.99,00-99.99,00-99.99,00-99.99
