0,1,2,3,4,5,6
E960.1,E960,E960-E969.9,E000-E999.9,E000-E999.9,E000-E999.9,E000-E999.9
E891.9,E891,E890-E899.9,E000-E999.9,E000-E999.9,E000-E999.9,E000-E999.9
E821.5,E821,E820-E825.9,E800-E848.9,E000-E999.9,E000-E999.9,E000-E999.9
E972,E970-E978.9,E000-E999.9,E000-E999.9,E000-E999.9,E000-E999.9,E000-E999.9
E879.0,E879,E878-E879.9,E000-E999.9,E000-E999.9,E000-E999.9,E000-E999.9
E831.8,E831,E830-E838.9,E800-E848.9,E000-E999.9,E000-E999.9,E000-E999.9
E868.3,E868,E860-E869.9,E000-E999.9,E000-E999.9,E000-E999.9,E000-E999.9
E943.6,E943,E930-E949.9,E000-E999.9,E000-E999.9,E000-E999.9,E000-E999.9
E838.2,E838,E830-E838.9,E800-E848.9,E000-E999.9,E000-E999.9,E000-E999.9
E929.1,E929,E929-E929.9,E000-E999.9,E000-E999.9,E000-E999.9,E000-E999.9
E878.8,E878,E878-E879.9,E000-E999.9,E000-E999.9,E000-E999.9,E000-E999.9
E940.8,E940,E930-E949.9,E000-E999.9,E000-E999.9,E000-E999.9,E000-E999.9
E002.1,E002,E001-E030.9,E000-E999.9,E000-E999.9,E000-E999.9,E000-E999.9
E812.7,E812,E810-E819.9,E800-E848.9,E000-E999.9,E000-E999.9,E000-E999.9
E812.5,E812,E810-E819.9,E800-E848.9,E000-E999.9,E000-E999.9,E000-E999.9
E819.1,E819,E810-E819.9,E800-E848.9,E000-E999.9,E000-E999.9,E000-E999.9
E947.0,E947,E930-E949.9,E000-E999.9,E000-E999.9,E000-E999.9,E000-E999.9
E906.4,E906,E900-E909.9,E000-E999.9,E000-E999.9,E000-E999.9,E000-E999.9
E906.2,E906,E900-E909.9,E000-E999.9,E000-E999.9,E000-E999.9,E000-E999.9
E946.8,E946,E930-E949.9,E000-E999.9,E000-E999.9,E000-E999.9,E000-E999.9
E008.1,E008,E001-E030.9,E000-E999.9,E000-E999.9,E000-E999.9,E000-E999.9
E928.9,E928,E916-E928.9,E000-E999.9,E000-E999.9,E000-E999.9,E000-E999.9
E836.8,E836,E830-E838.9,E800-E848.9,E000-E999.9,E000-E999.9,E000-E999.9
E818.7,E818,E810-E819.9,E800-E848.9,E000-E999.9,E000-E999.9,E000-E999.9
E818.9,E818,E810-E819.9,E800-E848.9,E000-E999.9,E000-E999.9,E000-E999.9
E832.5,E832,E830-E838.9,E800-E848.9,E000-E999.9,E000-E999.9,E000-E999.9
E873.3,E873,E870-E876.9,E000-E999.9,E000-E999.9,E000-E999.9,E000-E999.9
